"34_S125","49_S126","53_S94","90_S119","10_S57","24_S38","29_S90","7_S29","43_S61","28_S115","12_S37","59_S87","30_S109","55_S66","22_S84","9_S69","93_S107","81_S130","75_S140","19_S58","57_S127","27_S49","71_S129","66_S102","64_S72","70_S96","23_S28","84_S104","5_S32","16_S69","88_S62","77_S112","65_S91","58_S71","91_S132","79_S46","48_S70","56_S138","95_S27","32_S134","349_S78","297_S34","284_S100","272_S64","353_S151","276_S121","326_S81","300_S50","334_S77","340_S143","266_S86","330_S93","313_S65","338_S142","351_S47","282_S133","323_S54","332_S82","347_S88","307_S80","309_S141","321_S24","292_S108","319_S40","310_S67","270_S113","279_S114","328_S60","317_S25","294_S122"
"hsa-miR-3142",0.116999032404572,-0.143276420847368,-1.04083408558608e-17,1.28369537222284e-16,-0.0205559609909476,-0.643538433761868,-0.559611271114523,0.349447195005048,-0.051972863245414,-0.23440634780391,1.45716771982052e-16,-1.72983396772957,0.169182897795128,-8.32667268468867e-17,8.32667268468867e-17,-5.55111512312578e-17,-0.185933610310651,0.211811769997457,0.133306175875915,-0.362296886209176,-0.202980875418706,0.223506280149596,0.0904849388910164,-1.17961196366423e-16,-3.81639164714898e-16,-0.141695795164077,-0.890449730420278,-0.140066935041733,0.890449730420278,-0.222311159217002,0.303813084173146,-0.153134614698551,-3.46944695195361e-17,0.242867120207948,0.745544881425174,0.510842330133561,-0.127108495010916,0.615503524219509,-0.398538855285974,-0.272455713759069,0.024473699682349,-0.349447195005047,-1.73472347597681e-16,0.337823186526828,-0.601041712585196,-0.260533430835475,-1.38777878078145e-17,0.643538433761866,-3.46944695195361e-17,-0.19395731343887,-6.24500451351651e-17,1.72983396772956,-1.52655665885959e-16,0.190470420445044,-1.73472347597681e-17,-0.207483971295589,0.17332350895955,-0.303813084173145,0.141695795164077,-0.110619071064693,0.794999026024066,2.38004060904018e-15,0.556944466381393,-2.08166817117217e-17,0.110619071064693,-0.259005156920641,-1.73472347597681e-16,-0.0444249218932653,-0.285626983807137,-0.211359759388992
"hsa-miR-3143",0.402289286106609,0.0400381206199642,5.55111512312578e-17,-3.46944695195361e-17,-0.215791242977503,0.458315026999,0.794593227855652,-0.05501307219575,0.365597389419412,-0.249950811217789,-5.13478148889135e-16,-0.411796407144309,0.379779420096381,1.2490009027033e-16,1.80411241501588e-16,6.93889390390723e-17,0.168910105197669,-0.0215537585714756,-0.267687550590728,0.246912698797241,0.171684537284264,-0.0340789563942785,0.013886970525297,1.80411241501588e-16,-5.68989300120393e-16,-0.269621821600294,-0.0116685835948366,-0.670483891766697,0.0116685835948366,-0.0493166325230008,0.202681096412886,-0.130201765324976,2.35922392732846e-16,0.265107875500505,-0.963503333053323,0.20134987661156,0.11860681859747,0.474753751750313,0.117372817068378,0.0240456027321196,0.106638753746521,0.0550130721957503,-1.80411241501588e-16,-0.353551452543762,0.197893352696989,0.2692411069907,1.38777878078145e-17,-0.458315026998999,3.19189119579733e-16,0.44773991143476,-1.38777878078145e-17,0.411796407144309,2.35922392732846e-16,0.082277082193567,-2.08166817117217e-17,-0.416176256631906,-0.249003835548772,-0.202681096412886,0.269621821600294,0.35678078163594,-0.645633264131749,5.96744875736022e-16,-0.179077462285688,-6.93889390390723e-18,-0.35678078163594,0.184091510470201,4.16333634234434e-17,-0.450125251622604,-0.0697188581311665,-0.106955892380158
"hsa-miR-3150a-5p",0.048381602454104,0.0331128758606492,-2.90566182226115e-16,-1.196959198424e-16,-0.601304993204863,-0.602042554556573,-0.477701312760489,-0.419062728463953,-0.402864946136165,-0.055501430468887,-1.03823200037212e-15,-0.0733285244581272,-0.34740811290568,-3.90312782094782e-17,-2.05564731903252e-16,-1.12757025938492e-17,-0.088094818705997,0.187264872597101,-0.0120901145489018,0.267209281216007,-0.0151478292710677,-0.199961959692289,-0.0792634655424068,-6.67868538251071e-17,3.07913416985883e-16,0.488193710718484,-0.634351068185365,-0.123787954889681,0.634351068185365,0.119985437040042,-0.220562091070282,-0.16550654910344,-2.33320307518881e-16,0.481319556164823,0.565796131466488,-1.2359984687383,0.417584741135826,0.330128481515788,0.597309137083627,-0.191192697355039,-1.07284980023411,0.419062728463953,-1.22298005056365e-16,0.805640519018102,-0.170134907791642,0.322445162692426,-2.51534904016637e-17,0.602042554556571,-1.70870262383715e-16,-0.295177077418742,2.60208521396521e-18,0.0733285244581273,4.32813507256213e-16,0.385129019129001,1.73472347597681e-18,0.0308818630883028,0.283258321956415,0.220562091070282,-0.488193710718484,0.535532242299455,0.465311985210384,-3.00887786908177e-15,-0.190051489449636,-7.80625564189563e-18,-0.535532242299455,-0.431372091758446,9.97465998686664e-17,0.185242164692628,0.355431009698253,0.273977857955814
"hsa-miR-3150b-3p",-0.0496708138578552,-0.019956043589044,1.60461921527855e-16,1.30104260698261e-17,0.0186436248317966,-0.64600035594186,-0.0642772688475565,0.0947640118388916,0.0625597394842262,0.821793537903818,2.94902990916057e-17,-0.00253378405555835,-0.895557222679974,8.67361737988404e-18,-6.07153216591882e-17,1.56125112837913e-17,-0.292222868048668,0.201712503511183,-0.418009065472207,0.075088342335294,0.423059411832908,0.37762018044375,0.00827211531559787,-3.29597460435593e-17,8.41340885848751e-16,0.221384722877369,-0.0319601305659074,0.0276719414472223,0.0319601305659074,0.476746616026214,-0.0416092290151082,0.295989174152488,-5.04804531509251e-16,-0.495390240858012,0.356500136896225,0.448173219502918,-0.296206310081591,-0.0432139328363799,-0.0309180226115198,-0.407517420443751,-0.11632303943734,-0.0947640118388916,-4.68375338513738e-17,0.0412346971020438,-0.0815612446605337,0.209236488494413,-2.0643209364124e-16,0.646000355941858,1.56125112837913e-17,0.266049345937919,1.56125112837913e-17,0.00253378405555851,-1.30104260698261e-16,-0.247946247522366,-1.30104260698261e-17,0.0413986985422575,-0.0287328527868325,0.0416092290151082,-0.221384722877369,0.178461694954731,-0.184488101277386,1.06338549077378e-15,-0.485269619057857,-8.67361737988404e-19,-0.178461694954731,0.183438458589461,-2.13370987545147e-16,-0.143973609846385,-0.388522344104565,0.354568035670089
"hsa-miR-3150b-5p",0.0694113762172066,-0.212991145564081,-3.26995375221628e-16,-3.72965547335014e-17,-0.508662813049759,-0.328178775449958,-0.171978048199572,0.120126082071972,0.497838038140263,0.139820313942841,-1.63931368479808e-16,0.0481972863271443,-0.0855785082285915,3.38271077815477e-17,-2.85362011798185e-16,-2.09034178855205e-16,-0.00347387824846308,-0.143580127493496,-0.261956381682767,0.352679721210222,0.299951859776314,0.719060386815125,-0.51681311949591,-2.51534904016637e-17,8.23993651088983e-17,0.147497042029765,0.0930884670288179,0.11435137841859,-0.0930884670288182,0.310436096902703,-0.95163671523313,0.545959318787958,-7.71951946809679e-17,0.198226716147057,0.175451926448035,0.483822459523548,-1.4217948893334,-0.576838570787611,0.268628463572907,0.162535332592707,-0.190851508028193,-0.120126082071971,-1.18828558104411e-16,-0.161828213182029,0.579625624196689,-0.88302209739417,-2.12503625807159e-16,0.328178775449957,8.8037216405823e-16,0.720159726181578,-2.19442519711066e-16,-0.0481972863271441,1.24032728532342e-16,0.226400388605444,6.93889390390723e-18,0.447401743278703,-0.948174271130642,0.95163671523313,-0.147497042029765,-0.0558414287861431,-1.29978535037827,-4.51895465491958e-16,0.550053924170293,-1.12757025938492e-17,0.0558414287861431,-0.042380678622599,-6.33174068731535e-17,0.204896464378009,0.195723348034188,0.167274993479169
"hsa-miR-3157-3p",-0.44738550443118,0.400630383170524,-2.70616862252382e-16,-4.16333634234434e-17,-0.00938366308217144,-0.13239020453309,-0.179172942673262,0.112174951187851,0.0813386513968097,-0.346888487749607,2.56739074444567e-16,0.0808028839645329,-0.277749189613935,-2.77555756156289e-17,-7.63278329429795e-17,4.16333634234434e-17,-0.188775744644054,-0.0138084975780327,0.520649656520447,0.41405024318087,0.269920857409189,0.516504327896814,0.193828549976515,2.08166817117217e-17,1.94289029309402e-16,0.339975094718905,0.710188760765673,-0.0166590294166832,-0.710188760765673,0.144530346661795,-0.257839465370479,-0.297235863498297,-2.15105711021124e-16,-0.135146683579625,0.367948687317316,-0.0843520724017127,0.103409404528113,-0.148139363874816,0.455886604245537,-0.10512246411769,-0.0866164214317898,-0.112174951187851,9.71445146547012e-17,-0.32743382174908,-0.0310850666031675,0.425984526948613,1.2490009027033e-16,0.13239020453309,1.59594559789866e-16,-0.0659943306643822,4.16333634234434e-17,-0.0808028839645326,-1.31838984174237e-16,0.0928515572117328,-1.2490009027033e-16,0.253556954454666,0.0816050891565768,0.257839465370479,-0.339975094718905,0.283178642004217,0.0970793972675494,1.65145674912992e-15,-0.52937904662084,1.38777878078145e-17,-0.283178642004217,-0.287402971297821,4.16333634234434e-17,-0.701252383821737,-0.453139621000401,0.312347932507215
"hsa-miR-3157-5p",0.0236873617649971,-1.0166259983356,3.59955121265187e-17,8.63024929298462e-17,0.14339144975317,0.438577755903469,0.552182190886713,-0.0436652025489962,0.233481111884834,-0.776722169602634,9.84455572616838e-17,-0.112853160765159,-0.270770304529714,-1.9298798670242e-16,5.33427468862868e-17,2.33753988387875e-16,-0.601949132334248,0.55423058070014,-0.139992565283485,-0.313856296890944,-0.134827033673813,0.0738215871135682,-0.164228587575045,5.33427468862868e-17,3.51715184754298e-16,-0.363059316613752,0.155787254433794,0.0302894082707972,-0.155787254433794,-0.312074335484006,-0.479192241677986,-0.185113770330784,-1.89518539750466e-16,0.168682885730836,0.0497669414475337,-0.157958494932785,0.0289365604639113,-0.130439032771946,0.597382560393197,0.234976658174963,0.166118448966408,0.0436652025489962,-9.2374025095765e-17,0.147737847924538,0.0634921347823093,0.548153696391408,-6.46184494801361e-17,-0.438577755903468,1.7130394325271e-16,0.134520160687232,-1.06251812903579e-16,0.112853160765158,-5.07406616723216e-17,-0.066647584123992,2.54570670099596e-16,0.140541225810047,-0.255440543351319,0.479192241677986,0.363059316613752,0.0943010688145252,-0.198012295469542,4.34981911601184e-16,0.653586072274973,-4.03323208164608e-17,-0.0943010688145253,0.761312728959256,-5.07406616723216e-17,-0.336239259462314,-0.183983522109092,-0.0614106861195731
"hsa-miR-3158-3p",0.0280823848106369,-0.44035915260604,-3.03576608295941e-17,4.33680868994202e-17,0.0217805125076929,0.461629036495643,0.218339557718745,-0.0620093104228507,0.316513726815657,-0.697428951485839,-4.2934406030426e-17,-0.528748541672622,0.249563613387506,3.45643652588379e-16,1.27068494615301e-16,2.24213009270002e-16,-0.689924853288834,0.810580342086159,-0.173883873165056,-0.150718771474987,-0.257308791731194,-0.0651561562557855,-0.173135204503187,-2.90566182226115e-17,-3.20490162186715e-16,-0.257870736569731,0.0795038256678972,0.3326137209531,-0.0795038256678972,-0.237331560483081,-0.372007236621168,-0.317752804666445,1.65232411086791e-16,0.215551047975387,0.47158529557009,0.10334576464465,-0.298060830517542,0.140011425431877,0.177499385311765,-0.215316354653783,-0.397669879167412,0.0620093104228506,-1.74773390204663e-16,0.548388650642399,-0.106525173314652,0.525656740693823,-1.81712284108571e-16,-0.461629036495641,3.28296417828611e-16,0.085078090313805,-1.26201132877313e-16,0.528748541672621,-8.23993651088983e-18,-0.084070813894218,1.28369537222284e-16,0.145052819692549,-0.0205695291370498,0.372007236621168,0.257870736569731,0.0320812308252074,0.0214470830008474,-9.15066633577766e-17,0.232455216578663,-3.42607886505419e-17,-0.0320812308252074,0.345320895431558,-8.23993651088983e-18,0.0467032599576702,-0.260275620819366,-0.450081212360112
"hsa-miR-3163",0.700433836180965,-0.21093968867174,-1.11022302462516e-16,-2.77555756156289e-17,-0.537642110145351,0.227331473741676,0.292266262858197,-0.175159679388829,0.320667878286699,-0.541924616261407,-1.31838984174237e-15,-0.299807914417949,0.600128914175488,-1.2490009027033e-16,4.57966997657877e-16,4.02455846426619e-16,0.155421853200174,1.10265798392554,-1.01864216302517,0.0878114074096919,-0.654314025554445,-0.426610509762317,-0.713525472422197,4.16333634234434e-17,-4.85722573273506e-16,-0.77937893270876,0.201907938891831,-0.395903525004622,-0.201907938891831,-0.000245296658916247,-0.158691003540177,-0.559286009170963,4.30211422042248e-16,0.53788740680427,-0.447688116058372,0.115679738674199,-0.301664281698801,0.723942827960895,-0.0226161398134437,0.326274722598172,-0.481799606800385,0.175159679388829,-1.80411241501588e-16,0.393988199390695,0.0216235111024781,0.192349628253116,-8.74300631892311e-16,-0.227331473741675,9.71445146547012e-17,-0.621015949568029,-4.16333634234434e-17,0.299807914417948,5.13478148889135e-16,0.751292250099785,-2.77555756156289e-17,0.0130916362412311,-0.147017446598946,0.158691003540177,0.77937893270876,0.761954908086456,0.599392438465551,-2.90045765183322e-15,0.577876069589588,1.38777878078145e-17,-0.761954908086456,-0.422565708976739,-1.2490009027033e-16,0.407606913174418,0.05395384773819,-0.470946659937493
"hsa-miR-3173-5p",-0.177486700665947,0.499524740299484,2.42861286636753e-17,3.46944695195361e-17,0.293709951759627,-0.398570655494067,-0.536389001641233,0.0234915967977652,-0.388779813752866,-0.186380345653728,2.35922392732846e-16,0.146479437248277,-0.681902197474324,-1.59594559789866e-16,2.15105711021124e-16,2.77555756156289e-17,0.200507182459103,0.326882895553108,-0.158938056754787,-0.695556545210443,0.107588781717479,0.0784190478006908,0.11829377644653,-6.93889390390723e-18,7.28583859910259e-16,-0.355423703223571,-0.112382852890422,0.146991341534549,0.112382852890421,-0.0060622726709108,0.0254883983932055,-0.390234967423798,-3.53883589099269e-16,-0.287647679088717,0.33588181918213,0.145102237672177,-0.167271901695136,-0.248205173081785,0.0175185270416961,-0.00637495017024287,-0.270434145129092,-0.0234915967977657,1.73472347597681e-16,0.965990690339535,-0.0990125035486401,0.150304951732008,1.38777878078145e-17,0.398570655494067,-1.45716771982052e-16,-0.346910891609483,-6.93889390390723e-18,-0.146479437248277,-8.32667268468867e-17,0.319680885420128,-7.28583859910259e-17,0.0591929242194182,-0.442653392458871,-0.0254883983932055,0.355423703223571,0.267193170005978,0.445923395158123,1.45022882591661e-15,-0.259594724607694,1.73472347597681e-17,-0.267193170005978,0.189787695365692,6.24500451351651e-17,0.477632667647312,0.280032627744999,0.19086912354391
"hsa-miR-3174",-0.864331927878664,0.615989615782324,-3.88578058618805e-16,-1.38777878078145e-17,0.262041919350763,-0.169748394721372,0.28729513915777,-0.0398331576106142,-0.273399418769267,0.343235903073769,3.60822483003176e-16,-0.0088472764842296,-0.287048230613005,4.02455846426619e-16,-3.46944695195361e-16,-6.93889390390723e-17,0.157833087022926,-0.0318911619184966,0.151195767568122,0.348583739610637,-0.341944399133365,0.327301484007569,0.148358724619502,4.16333634234434e-17,2.91433543964104e-16,0.405777121662747,-0.266850555312517,-0.101449560575812,0.266850555312517,-0.38627708080618,0.154958805236974,0.294225584745514,-1.52655665885959e-16,0.124235161455415,-0.445128226180698,0.184389335088293,0.210488309454123,-0.112998031442342,0.452729352364719,0.556391991151519,0.917882038745438,0.0398331576106137,-1.66533453693773e-16,-1.26646577835608,0.177193718990294,-0.194821588620306,0,0.169748394721371,-2.77555756156289e-17,0.137386072813722,-5.55111512312578e-17,0.00884727648422945,-1.38777878078145e-16,0.172653112886876,-1.80411241501588e-16,0.715973203259163,-1.27555874293992,-0.154958805236974,-0.405777121662748,0.554840520307959,-0.314579791804016,3.13638004456607e-15,-0.715393611907533,-2.77555756156289e-17,-0.554840520307958,-0.99107446374433,-5.55111512312578e-17,-0.264390374692425,0.638440055486907,0.642929072747066
"hsa-miR-3176",-0.103641868234441,0.374394860199852,9.36750677027476e-17,6.24500451351651e-17,0.746277365398594,0.30477060191111,-0.893615846100627,-0.127742006456142,0.480307207228256,0.0838360523920306,4.71844785465692e-16,0.130329132541809,-0.686566197970377,-4.5102810375397e-17,-2.08166817117217e-17,2.46330733588707e-16,0.126635235494798,0.568797260955109,-0.487700113000326,0.0784394293841484,0.49244416458676,-0.300607307592907,0.340932539556941,-2.08166817117217e-17,9.57567358739198e-16,-0.188787850460448,-0.171184748829903,-0.254886152214769,0.171184748829904,0.311092889484568,-0.0412994025878178,-0.564308671779946,-7.42461647718073e-16,-1.05737025488316,0.76698061060583,0.393802506102423,0.0173098006109537,-0.0922570595939225,-0.191093201406643,-0.145300952778068,0.031683458044965,0.127742006456141,2.56739074444567e-16,-0.110122887429114,0.466192985266537,0.200991691196289,-6.93889390390723e-17,-0.30477060191111,5.03069808033274e-16,-1.53975335778866,9.0205620750794e-17,-0.130329132541808,-2.74086309204336e-16,0.428980944575263,-1.07552855510562e-16,-0.237290671322499,0.00190017021693653,0.0412994025878177,0.188787850460448,-0.169475868289332,1.07356037252213,-2.29677388219329e-15,-0.0110778796161965,6.93889390390723e-18,0.169475868289332,0.391090739621088,3.46944695195361e-17,-0.197009700246303,-0.204609474912717,-0.298438686572787
"hsa-miR-3177-3p",-0.607607918735795,-0.0387676857846118,-2.77555756156289e-16,2.77555756156289e-17,-0.121789134059727,-0.864057454844896,-0.0375309402798657,-0.0272466831353216,0.408894369933368,-0.371580567246664,-1.38777878078145e-17,-0.288548573733529,-1.30099606403464,1.38777878078145e-16,4.16333634234434e-17,1.66533453693773e-16,-0.530981790304038,0.515009567451476,0.851887023764368,-0.400570102758136,0.262931326250305,0.749601619078913,-0.222525776366133,4.16333634234434e-17,1.29063426612674e-15,0.422810285266932,0.0143637784050002,-0.618335590334566,-0.0143637784050011,0.551578757689102,-0.120070888906858,-0.101925634625943,-1.17961196366423e-15,-0.429789623629376,0.568512730583904,-0.322815012633549,-1.68803728042393,0.316764260968287,0.629956454593431,0.0386400031159746,0.0267018911781082,0.0272466831353216,2.63677968348475e-16,0.373868211580029,0.61592119096475,0.161319951174438,-9.71445146547012e-17,0.864057454844894,9.71445146547012e-17,-0.580385560755371,-6.93889390390723e-17,0.288548573733529,-8.32667268468867e-17,-0.374857974446235,-2.77555756156289e-17,0.830133695101927,-0.553915003376191,0.120070888906858,-0.422810285266932,-0.103470507603568,-0.0355356302093788,3.2612801348364e-15,-0.0206266307638838,0,0.103470507603568,0.179582376917187,9.71445146547012e-17,0.529541291411647,0.246773561416309,0.50095563759451
"hsa-miR-3179",0.0142096385623489,-0.242726911583107,-1.70002900645727e-16,9.38919081372447e-17,0.48024123849796,0.029250816633163,0.572707978435792,-0.295501078111118,-0.0109075097911122,-0.187394915640891,7.54604712049911e-17,-0.309139385224575,-0.124710950529389,-3.20923843055709e-17,1.8995222061946e-16,4.95263552391378e-16,0.102838038525022,0.840578274746663,-0.432034279770511,-0.877353715689914,0.00367831249528346,-0.0971050361097047,0.164774296181145,-3.20923843055709e-17,2.73218947466347e-16,-0.248889001960122,-0.273083247580337,-0.609263083439895,0.273083247580337,-0.768663060082261,-0.279386867223234,0.078231707349968,-9.4542429440736e-17,0.288421821584301,-0.675546016960816,0.524055431416519,-0.0379389836079392,0.0699735496432931,0.304104421430419,0.535611221301319,0.474678302682644,0.295501078111117,9.54097911787244e-18,0.402675413007271,-0.0786787279401607,-0.211228892081794,-1.98625837999344e-16,-0.0292508166331632,-4.9439619065339e-17,0.183804609085125,3.03576608295941e-17,0.309139385224575,-1.12757025938492e-17,-0.0306973435286703,-2.68882138776405e-17,-0.178983934743494,-0.0677011261741683,0.279386867223234,0.248889001960122,0.418868930456212,-0.105125881144965,1.84140896974938e-15,0.375724096314934,-4.55364912443912e-18,-0.418868930456212,0.217562241448318,3.72965547335014e-17,0.145951529508756,-0.760458726672771,-0.28330302672552
"hsa-miR-3187-3p",-0.686389562281817,-0.19564626323432,2.77555756156289e-17,0,0.49170539476671,0.00344061806408169,0.432302357211017,-0.172015887765145,0.570094970869891,-0.408630362509567,1.52655665885959e-16,-0.413149886586128,-0.75355516557902,-2.63677968348475e-16,8.32667268468867e-17,3.05311331771918e-16,-0.407359569273439,0.83289427362687,-0.232247840660268,-0.0708308473194828,0.0598669909576017,-0.875555381703817,0.365296607813113,0,7.49400541621981e-16,0.489038809589704,0.492220350379108,0.369053820178109,-0.492220350379108,-0.628600209947898,-0.0757448685016002,0.439774875986239,-9.71445146547012e-16,0.136894815181186,-0.0249427879375796,0.067364641586928,-0.358905680086559,-0.00650901698735368,-0.243640338985955,-0.422411794148357,0.305549368881799,0.172015887765145,-1.38777878078145e-16,-0.234718521562315,0.145313383467383,-0.226211792975495,-1.66533453693773e-16,-0.00344061806408177,2.4980018054066e-16,-0.414360776699298,-1.2490009027033e-16,0.413149886586128,-1.66533453693773e-16,0.0146534016444758,0,0.321092954468704,0.313558564620592,0.0757448685016003,-0.489038809589703,0.704072018341058,0.269047393231915,3.91353616180368e-15,-0.0179168197764241,-2.77555756156289e-17,-0.704072018341058,0.355634422421213,-1.38777878078145e-16,0.664366090920485,-0.137282867221565,0.191251271056296
"hsa-miR-3194-3p",-0.169341932770434,-0.276919439826754,2.39391839684799e-16,3.81639164714898e-17,0.0859340437708368,-0.172394438098069,0.0760172660349676,0.269480331908466,0.156152692657858,-0.0684057545099129,3.78169717762944e-16,-0.0512377176475409,-0.477168201107746,-6.93889390390723e-18,-1.21430643318376e-16,8.32667268468867e-17,-0.179978716122713,0.0970739316650319,0.753757457859167,0.641747879204506,-0.167922263980812,-0.316095137799773,0.128107728994471,6.93889390390723e-18,7.73686670285656e-16,-0.300328339427251,-0.458551754512445,-0.0270904269536025,0.458551754512445,-0.275513529307639,-0.0917811621057369,-0.117505655358619,-4.09394740330526e-16,0.189579485536801,0.103961450087745,0.109210372268376,0.295472461049532,0.0580861570115324,0.176171014803958,0.136926533922882,-0.976232554488876,-0.269480331908466,-6.93889390390723e-18,0.33448467528437,0.428828164048697,0.358233791434253,5.55111512312578e-16,0.172394438098068,3.12250225675825e-17,-0.763636305504237,-5.20417042793042e-17,0.0512377176475407,-2.28983498828939e-16,-0.112249780487938,4.85722573273506e-17,0.0412342037759628,0.109425652764727,0.0917811621057369,0.300328339427251,0.216757182312697,0.33480814145554,6.03683769639929e-16,0.0361913037511203,-1.38777878078145e-17,-0.216757182312697,-0.0318045041415595,-3.46944695195361e-17,-0.135530015907617,-0.394807039837061,-0.161203149277043
"hsa-miR-3196",-0.247779396523823,0.337216648742643,1.38777878078145e-16,1.04083408558608e-16,-0.134045311870518,-0.0422772478209129,-0.973652060861505,0.184861435284054,-0.812665445055798,-0.523872468022127,1.2490009027033e-16,-0.0410980203285913,-0.337760988884194,-7.63278329429795e-17,9.36750677027476e-16,-3.46944695195361e-17,0.588911970624035,-0.195503961589566,0.934226856209946,-1.54718091613514,-0.790535021896789,-0.528126283153286,-0.0208672427420541,-9.0205620750794e-17,2.70616862252382e-16,-0.190574647390575,-0.601268962790156,0.723157751319786,0.601268962790156,0.50284163705632,-0.835948766685035,-1.2829461308398,-1.45716771982052e-16,-0.368796325185801,0.38474009023747,-0.00275705528219054,-0.230798217592924,0.281508047296005,0.588817662772073,-0.214130776719003,0.085933004025624,-0.184861435284054,2.70616862252382e-16,1.46124791210952,-0.38249072456961,0.34146795847573,6.59194920871187e-16,0.0422772478209128,-7.91033905045424e-16,0.045476781382591,2.08166817117217e-17,0.0410980203285911,-7.63278329429795e-17,0.0316404220840351,3.81639164714898e-17,0.268646639265878,-0.0106432838090143,0.835948766685035,0.190574647390575,0.450536898594314,0.33701394318702,-7.28583859910259e-16,0.604261523621424,3.12250225675825e-17,-0.450536898594314,-0.108949525212058,-6.93889390390723e-18,1.57158994580201,-0.575417323680869,0.200219665413964
"hsa-miR-3199",-0.110098105055445,-0.681768275409159,-1.97758476261356e-16,1.07552855510562e-16,0.358872221462977,-0.348308069637697,0.0493272271875934,0.221422130698303,0.215108255074255,0.446835682394397,8.6389229103645e-16,-0.512446460989238,-0.822849309039727,9.36750677027476e-17,2.08166817117217e-16,-1.21430643318376e-16,0.53640678513547,-0.0436551001029161,-0.44411055619138,-1.19685881410615,-0.354949817817702,0.411037030505784,-0.33844852253362,-1.28369537222284e-16,1.00267016911459e-15,0.184681106004363,0.635977859443713,0.874927801728268,-0.635977859443714,-0.608680787181953,-0.466841413803009,-0.67571058853488,-4.75314232417645e-16,0.249808565718975,-0.585734012323064,-0.0967516628953575,-0.157769375477504,-0.503134489825988,-0.0368974743894273,-0.0168434940845779,0.0278751487896278,-0.221422130698304,3.81639164714898e-17,1.16898366531652,-0.358795958205325,0.557908822270343,-1.6306400674182e-16,0.348308069637696,1.07552855510562e-16,0.0721959548979286,-1.42247325030098e-16,0.512446460989238,-3.64291929955129e-16,0.475128390212123,-6.76542155630955e-17,0.448546627589065,0.549295846561886,0.466841413803009,-0.184681106004363,-0.0924134637044617,0.286600003307397,3.14678838542193e-15,0.799570041673697,-1.04083408558608e-17,0.0924134637044617,0.241471439214826,-1.73472347597681e-17,-0.468375910102535,-0.415646709277101,0.147179453512677
"hsa-miR-32-3p",0.379007616211143,0.465317087707541,0,-3.46944695195361e-17,0.103882779955334,-0.0189439470749793,0.155655964358193,0.379124194993728,0.411152841401561,0.84333554047169,8.81239525796218e-16,0.582368909764161,-0.248852747069554,2.70616862252382e-16,-2.15105711021124e-16,-7.63278329429795e-17,0.483616159144281,-0.251738370206598,-0.328362810381134,0.446372887010932,0.306923291102385,-0.626599454818354,-0.36291670560034,4.85722573273506e-17,3.2612801348364e-16,-0.0450308385308889,0.196231156443583,-0.201609970023366,-0.196231156443583,0.223044961213345,0.783914793794416,0.0673186642498463,-2.84494650060196e-16,-0.32692774116868,-0.639272123502474,0.080919503283301,0.596171161635203,-0.0255461752031817,0.123039268666962,-0.0797671458758369,0.138686315576431,-0.379124194993728,1.31838984174237e-16,-0.585059202587364,0.437700542593162,-0.162405252214042,-2.28983498828939e-16,0.018943947074979,2.98372437868011e-16,0.0868907445939409,1.04083408558608e-16,-0.58236890976416,-2.56739074444567e-16,0.148360336956056,1.38777878078145e-16,-0.0160909106108025,-0.436286506522979,-0.783914793794416,0.0450308385308891,-0.195487142290222,-0.524591287187103,-2.0122792321331e-16,-0.370230499743347,2.08166817117217e-17,0.195487142290222,-0.336391355775588,2.08166817117217e-17,-0.380724548218409,0.232327734572716,0.17364940600513
"hsa-miR-32-5p",0.390232788935475,-0.318636738572873,1.52655665885959e-16,-6.24500451351651e-17,-0.428486245081286,0.273668316426561,0.783535336717403,0.530810422638637,0.660216202526688,0.738814987197397,2.98372437868011e-16,0.109747269477101,-0.0358702727933333,3.46944695195361e-17,-6.24500451351651e-17,2.15105711021124e-16,0.121229962347494,-0.0250031633224365,-0.571060761631103,0.679550204514355,0.0750996242129625,0.039562125997269,-0.130618350899602,1.45716771982052e-16,1.45716771982052e-16,-0.380927423791675,0.170643851503583,-0.440844093036734,-0.170643851503582,0.681878326110769,0.483503789338393,-0.0767920479736288,6.93889390390723e-18,-0.253392081029483,-0.904765299064898,0.0390154997462929,0.445738629498243,0.438036482292751,-0.174324801073998,-0.0722920134689795,0.155987598367406,-0.530810422638637,-4.85722573273506e-17,-0.835537802881763,0.109508082674385,0.509138626858454,-3.53883589099269e-16,-0.273668316426561,3.2612801348364e-16,0.596167076847865,-2.08166817117217e-17,-0.109747269477101,-1.04083408558608e-16,-0.0542654480584628,3.46944695195361e-17,-0.259614438035874,-0.273537648198273,-0.483503789338393,0.380927423791675,-0.0187206266723623,-0.70567515952225,-1.49186218934005e-15,-0.113709840311952,-2.08166817117217e-17,0.0187206266723621,0.274587478528507,-7.63278329429795e-17,-1.1455169580222,0.408846949525978,-0.327202819920565
